Gender,Age,Overweight family,Eats high caloric,eats vegatables ,number meals per day,eats food betw meals,smokes,water intake,monitors calories,frequency of physical activity,daily time spent on tech,alc consumption,mode of transport,obesity level
2,18,1,1,2,3,3,2,1,2,2,2,1,4,2
1,21,1,1,2,1,2,2,2,2,1,3,1,4,4
1,27,1,1,2,1,4,2,2,2,1,1,2,1,3
1,17,1,2,2,3,2,2,1,2,3,2,2,4,2
1,18,2,2,3,4,4,2,2,2,3,1,2,5,2
2,18,1,1,2,3,3,2,1,2,2,2,2,4,2
1,22,1,1,3,3,3,2,1,2,2,1,1,1,2
1,22,1,1,3,3,3,2,1,2,2,1,1,1,2
2,20,2,1,3,3,3,2,1,2,2,1,2,4,1
2,19,2,1,3,1,2,2,2,2,1,2,1,4,1
2,20,2,1,2,3,3,2,2,2,4,1,2,4,2
2,18,1,1,2,3,2,2,2,1,2,1,1,4,4
2,18,2,2,3,4,3,2,2,2,2,2,1,4,3
2,18,1,1,1,3,3,2,1,2,2,1,2,4,2
1,19,2,1,2,3,2,2,1,2,2,1,1,4,2
2,18,2,2,2,1,2,2,1,2,1,3,1,4,3
2,18,1,1,3,3,2,2,2,2,2,1,1,4,3
2,18,1,1,3,3,3,2,1,1,2,2,1,4,2
1,19,2,1,2,3,3,2,1,2,2,2,2,4,2
2,17,2,1,1,4,3,2,2,2,2,3,2,4,2
2,18,2,1,2,3,2,2,1,2,1,2,2,4,2
1,18,1,1,3,4,2,2,1,1,3,1,2,4,2
2,20,1,1,2,1,3,2,2,2,2,2,2,4,2
2,18,2,1,2,3,2,2,1,2,1,1,1,4,3
2,36,1,1,2,3,2,2,1,2,1,3,1,1,3
1,21,1,1,1,3,4,2,2,2,4,2,2,4,2
1,23,2,1,2,3,2,2,2,2,2,1,3,4,2
1,20,1,2,2,3,2,2,3,2,4,1,1,2,4
1,21,1,1,3,3,2,2,3,2,3,2,2,5,2
2,19,2,1,2,1,2,2,1,2,1,3,1,4,2
1,24,2,1,3,3,1,2,2,1,2,1,2,4,3
1,25,2,1,2,3,2,1,1,2,2,2,2,4,2
1,45,2,1,3,3,3,2,1,2,1,1,1,1,3
1,20,2,1,2,3,3,2,1,2,3,1,2,2,2
2,18,2,1,3,3,2,2,2,2,1,1,2,4,2
1,19,1,1,3,1,4,2,1,1,1,1,1,2,2
1,18,1,1,2,3,2,2,2,2,1,3,2,4,1
1,20,2,2,2,3,2,2,2,2,2,2,2,4,2
2,25.196214,1,1,3,3,2,2,1.152736,2,1.429256,2,2,4,6
2,18.503343,1,1,3,3,2,2,1.115967,2,2.542173,2,2,4,6
2,26,1,1,3,3,2,2,2.704507,2,1,1.39499,2,4,6
2,21.853826,1,1,3,3,2,2,2.184707,2,2.978642,1.838957,2,4,6
2,21.90012,1,1,3,3,2,2,2.406541,2,1.21143,1.479332,2,4,6
2,18.306615,1,1,3,3,2,2,2.984323,2,2.586535,1.63535,2,4,6
2,26,1,1,3,3,2,2,2.444125,2,1,1.36579,2,4,6
2,26,1,1,3,3,2,2,2.654702,2,1,1.555468,2,4,6
2,21.849705,1,1,3,3,2,2,2.825629,2,2.499284,1.938973,2,4,6
1,19.799054,1,1,2,3.28926,2,2,2.847264,2,2.681844,3,2,4,1
1,17.188754,1,1,2,4,2,2,2.884033,2,3,2.341217,2,4,1
1,22.285024,1,1,2.450218,3.995147,2,2,2.147746,2,3,1.58998,2,4,1
2,22,1,1,3,3,3,2,2.815293,2,2.978642,2,1,4,1
2,21.02497,1,1,3,3,3,2,2.593459,2,3,2,1,4,1
2,22.038327,1,1,2.880161,3,3,2,1.031354,2,3.316748,2.37465,1,4,1
2,21.243142,2,2,3,1.72626,3,2,2.444125,2,2.42827,1,1,4,1
2,22.142432,2,2,3,2.581015,3,2,2.654702,2,1.913195,1,1,4,1
2,21.962426,2,2,3,1.600812,3,2,2.651258,2,1.611827,1,1,4,1
2,21.491055,2,2,2.00876,1.73762,3,2,1.792022,2,1.229644,1,1,4,1
2,22.717943,2,2,2.596579,1.10548,3,2,1.490613,2,1.445684,1,1,4,1
2,23.501249,2,2,2.591439,3,3,2,2.074048,2,2.679945,1,1,4,1
2,18.535075,2,1,3,3,2,2,3,1,3.549763,2.383673,1,4,1
2,19,2,1,3,2.0846,2,2,2.13755,1,1.296253,1.163488,1,4,1
2,19,2,1,3,1.894384,2,2,2.456581,1,2.596576,1.9974,1,4,1
2,20.254534,2,1,2.392665,1,3,2,1,2,1,1.738369,2,4,1
2,21,2,1,3,1,3,2,1,2,1,1,2,4,1
2,20.225396,2,1,3,2.857787,3,2,1,2,1.754646,1,2,4,1
2,19.86997,2,1,3,1,3,2,1.527036,2,1,1.861497,2,4,1
2,20.147114,2,1,3,1,3,2,1.322669,2,1,1.478676,2,4,1
2,21,2,1,3,1,3,2,1,2,1,1,2,4,1
2,21.996523,2,2,3,3.765526,3,2,1.656082,2,1.43777,1.555967,2,4,1
2,21.376426,2,2,3,3.285167,3,2,1.569082,2,1.545942,1.469735,2,4,1
2,19.724106,2,2,1.123939,4,3,2,1,2,2.414976,1.372942,2,4,1
1,23,1,1,3,3,2,2,2.843777,2,2.488844,1.119354,2,1,1
1,22.851834,1,1,3,3.691226,2,2,2.650989,2,2.338246,1.8334,2,1,1
1,23,1,1,3,3,2,2,2.027984,2,2.662556,1.224726,2,1,1
1,18.216032,1,1,3,3,3,2,2,2,1.658894,2,1,4,1
1,21.81119,1,1,3,3.156153,3,2,1.253803,2,1.544784,1.356383,1,4,1
1,18.164768,1,1,3,3,3,2,2,2,1.829683,2,1,4,1
2,18.871794,2,1,2,1.07976,2,2,1,2,1.294745,2.547186,2,4,1
2,18.766033,2,1,2.027574,1,2,2,1.636326,2,1,2.916242,2,4,1
2,18.540535,2,1,2.658112,1,2,2,1.298165,2,1,2.639336,2,4,1
2,19.88036,2,2,2.88626,3.559841,3,2,1.632004,2,3,2,2,4,1
2,19.717249,2,2,2.714447,3,3,2,2,2,2.914283,2,2,4,1
2,19.633898,2,2,2.750715,3,3,2,2,2,2.167827,2,2,4,1
2,23,1,1,2,3,3,2,2.099863,2,2.64582,3,1,4,1
2,20.406871,1,1,2,3.891994,3,2,1.86393,2,3.871237,3,1,4,1
2,23,1,1,2,3,3,2,1.229915,2,1.629544,3,1,4,1
2,19.058511,2,1,1.4925,3,2,2,1.049134,2,3,2,2,4,1
2,18.827008,2,1,1,3.240578,2,2,1,2,3,2,2,4,1
2,19.314964,2,1,2.205439,3,2,2,1.530531,2,3,2,2,4,1
2,29.970445,1,1,2.059138,3.904858,3,2,2,2,1.832977,1,1,4,1
2,32.383858,1,1,3,3.11158,3,2,2.721769,2,2.44387,1,1,4,1
2,24.163526,1,1,3,3.590039,3,2,2.7305,2,1.217178,1,1,4,1
1,17.038222,2,1,2,2.057935,2,2,2.371015,2,1.388143,1.724637,2,4,1
1,16.30687,2,1,2.310423,3.558637,2,2,1.787843,2,2.936593,1.838549,2,4,1
1,16.198153,2,1,2,2.000986,2,2,2.673835,2,1.99395,1.474836,2,4,1
1,18,2,1,2.823179,3,2,2,1.773236,2,2.353473,2,2,4,1
1,18,2,1,2.052932,3,2,2,2,2,1.531418,2,2,4,1
1,18,2,1,2.596364,3,2,2,2,2,1.382744,2.488373,2,4,1
1,17.486869,1,1,2.767731,3.821168,2,2,2,2,3,1.556345,1,1,1
1,19.920629,1,1,2,3.897078,2,2,2.622638,2,3,2.894215,1,1,1
1,18.426619,1,1,2,3.092116,2,2,2.426465,2,3,2.839863,1,1,1
2,17.082867,2,1,2.815157,3,2,2,2.911187,2,3.595238,2.381314,2,4,1
2,17.000433,2,1,2.737762,3,2,2,2.310921,2,3.341724,2.59357,2,4,1
2,16.270434,2,1,3,3.286431,2,2,2.148146,2,3.458347,2.373333,2,4,1
1,17.908114,1,1,2.568063,4,2,2,2,2,3,1.331139,1,1,1
1,17.120699,1,1,2.524428,4,2,2,2,2,3,1.13838,1,1,1
1,19.329542,1,1,2,4,2,2,2.157395,2,3,2.679249,1,1,1
2,22.377998,1,1,3,3,3,2,2,2,1.249818,1.875464,1,4,1
2,20.954955,1,1,2.971574,3.592415,3,2,2.894678,2,3,2.119633,1,4,1
2,22.991668,1,1,3,3,3,2,2.025279,2,3,1.253985,1,4,1
2,19.300435,2,1,3,3.754599,2,2,1.692112,2,3,2,2,4,1
2,17.065445,2,1,3,3.566082,2,2,1.438398,2,3,2,2,4,1
2,19.084967,2,1,3,3.725797,2,2,1.191401,2,3,2,2,4,1
2,18.024853,2,1,1.0816,3.520555,3,2,1.016968,2,1.652423,2,2,4,1
2,19.833682,2,1,1.270448,3.731212,3,2,1.876915,2,3,2,2,4,1
2,17.767432,2,1,1.344854,4,3,2,1,2,3,2,2,4,1
2,19.504696,2,2,2.959658,3,3,2,1,2,2.533499,1,2,4,1
2,19.950605,2,2,2.725282,1.259803,3,2,1,2,2.47467,1,2,4,1
2,19,2,2,2.844607,1.273128,3,2,1.69551,2,1.361179,1.635867,2,4,1
1,17,1,1,2.44004,3,2,2,2,2,3.784472,2,1,1,1
1,17,1,1,2.432302,3,2,2,2,2,3.449495,2,1,1,1
1,18.525525,1,1,2.592247,3.304123,2,2,2.036764,2,3.148654,2.229877,1,1,1
2,22.926352,1,1,2.449267,3.647154,3,2,1.266018,2,1.866145,1.197334,1,4,1
2,21.785351,1,1,2.929889,3,3,2,2.792074,2,1.641944,2.366355,1,4,1
2,23,1,1,2,3,3,2,1.426874,2,3.31318,3,1,4,1
2,17.402028,2,1,2.015258,3.300666,2,2,1.315608,2,1.169813,2,2,4,1
2,18,2,1,1.031149,3,2,2,1.963628,2,1.138313,2,2,4,1
2,18.48207,2,1,1.592183,3.535016,2,2,1.086391,2,1.628924,2,2,4,1
2,18.53084,2,1,1.21498,1.717608,2,2,1.179942,2,1.684749,3,2,4,1
2,19.94814,2,1,1.522001,3,2,2,1.98126,2,3.416844,1.731454,2,4,1
2,20.400053,2,1,2.703436,2.884479,2,2,1.439962,2,1.244637,1.333317,2,4,1
1,19.556729,1,1,2.362918,4,2,2,2.358172,2,3,1.939829,1,1,1
1,17.70368,1,1,3,3.626815,2,2,2,2,3.122529,1.456463,1,1,1
1,18.274358,1,1,2.14084,4,2,2,2.931438,2,3,2.264457,1,1,1
1,18,1,1,3,4,2,2,2,2,3,1,1,1,1
1,17.210933,1,1,2.5596,4,2,2,2,2,3,1.332483,1,1,1
1,17.469417,1,1,2.336044,4,2,2,2,2,3,1.233115,1,1,1
1,18,1,1,2,3,2,2,2,2,1,2.593714,2,4,1
1,18,1,1,2,3,2,2,2,2,1,2.339337,2,4,1
1,18,1,1,1.813234,3,2,2,1.274815,2,1.531417,2.673584,2,4,1
2,19.010211,2,2,2.724285,3,3,2,1,1,2.171442,1,2,4,1
2,19.091346,2,2,3,3,3,2,1.28246,1,2.61295,1,2,4,1
2,19.773303,2,2,3,3,3,2,2.875583,1,2.358514,1,2,4,1
2,19.483036,2,1,3,1,3,2,1.387531,2,1,1.466269,2,4,1
2,19,2,1,2.71897,1.473088,3,2,1.164644,2,2.345675,1.931936,2,4,1
2,19.407204,2,1,3,1,3,2,1.848703,2,1,1.744555,2,4,1
1,18,1,1,1.133844,3,2,2,1.325326,2,1.337985,2.718319,2,4,1
1,18.424941,1,1,2,3.16645,2,2,2.278578,2,2.848882,3,2,4,1
1,18,1,1,1.757466,3,2,2,1.153559,2,1.844976,2.626145,2,4,1
1,19.97981,1,1,2,3.494849,2,2,2.976672,2,2.94917,3,1,4,1
2,21.798856,1,1,2.979383,3,3,2,2.975887,2,1.945194,2.342755,1,4,1
2,22.209706,2,2,3,2.99321,3,2,2.702783,2,2.967344,1,1,4,1
2,23.018443,2,2,2.204914,2.127797,3,2,2.120292,2,1.995745,1,1,4,1
2,19.376997,2,2,3,3,3,2,2.949419,1,2.395697,1,2,4,1
2,20.971429,2,1,2.927218,1,3,2,1,2,1,1.376593,2,4,1
2,20.345161,2,1,2.88853,1,3,2,1,2,1,1.296334,2,4,1
2,20.519916,1,2,2.890535,3.90779,3,2,1.109115,2,2.548954,1.555468,1,4,1
1,20.406066,1,1,3,3.699594,2,2,2.825629,2,2.699593,1.172138,2,1,1
2,21.478496,1,1,3,3.179995,3,2,1.910378,2,1.481624,1.635179,1,4,1
2,18.372563,2,1,2,1.075553,2,2,1,2,1.237435,2.679443,2,4,1
2,19.931667,2,2,2.530066,3,2,2,1.965237,2,3,2,2,4,1
2,22.998709,1,1,2.241606,3,3,2,1.846626,2,3.461348,1.824528,1,4,1
2,18.006742,2,1,1.003566,3.238258,3,2,1.014634,2,1.784676,2,2,4,1
2,34.799519,1,1,2.652779,3.804944,3,2,1.60114,2,1.274693,1.196983,1,4,1
1,16.496978,2,1,2,1.630846,2,2,2.975528,2,1.548992,1.369234,2,4,1
1,18,2,1,2.897899,3,2,2,1.835545,2,2.263529,2,2,4,1
1,17.377131,1,1,2.483979,3.762778,2,2,2,2,3,1.931152,1,1,1
2,16.611837,2,1,2.945967,3,2,2,2.953192,2,3.841922,2.466667,2,4,1
1,17.080493,1,1,2,4,2,2,2.28525,2,3,2.263812,1,1,1
2,22.970655,1,1,2.478891,3.371832,3,2,2.004126,2,3,1.337376,1,4,1
2,17.764764,2,1,2.784464,4,2,2,1,2,3,2,2,4,1
2,19.272573,2,1,1.005578,4,3,2,1,2,2.684957,1.714978,2,4,1
2,19,2,2,2.938031,2.705445,3,2,1.333807,1,2.877469,1.371973,2,4,1
1,17.06713,1,1,2.842102,3.34175,2,2,2,2,3.522257,1.561352,1,1,1
2,23,1,1,2,3,3,2,2.685842,2,1.474286,3,1,4,1
2,18,2,1,2,3,2,2,2,2,1,2.535597,2,4,1
2,19.054008,2,1,1.889199,2.217651,2,2,2.013605,2,3.175394,2.683362,2,4,1
1,18,1,1,3,4,2,2,2,2,3,1,1,1,1
1,17.491272,1,1,2.943749,4,2,2,2,2,3,1.238895,1,1,1
1,18,1,1,2.33998,3,2,2,2,2,1.137444,2.884238,2,4,1
2,20.172661,2,2,3,2.893778,3,2,1,1,1.769736,1,2,4,1
2,19.220108,2,1,3,1,3,2,1.954889,2,1,1.917868,2,4,1
1,18,1,1,1.950742,3,2,2,1.751723,2,1.312246,2.743329,2,4,1
1,19.96247,1,1,2.277436,3.502604,2,2,2.891713,2,2.696394,2.894913,1,4,1
1,17.580627,1,1,2,4,2,2,2.369627,2,3,2.623466,1,1,1
2,21.125098,1,1,2.371338,3.998766,3,2,2.263466,2,3,1.844114,1,4,1
2,22.033129,1,1,2.984425,3,3,2,2.044694,2,3.118356,2.351872,1,4,1
2,20.744839,1,1,2.977018,3.193671,3,2,2.482933,2,3,2,1,4,1
2,22.547298,1,1,2.663421,3,3,2,1.04111,2,1.794413,2.392948,1,4,1
2,21.837996,2,2,3,1.69608,3,2,2.550307,2,2.198863,1,1,4,1
2,23.035829,2,2,2.753752,2.812377,3,2,2.346647,2,2.623348,1,1,4,1
2,21.529439,2,2,3,1.612747,3,2,2.566629,2,2.291465,1,1,4,1
2,21.287999,2,2,2.318355,1.082304,3,2,1.220365,2,1.144438,1,1,4,1
2,23.444286,2,2,2.594653,1.882158,3,2,1.916812,2,1.427229,1,1,4,1
2,22.329041,2,2,2.886157,2.326233,3,2,2.306821,2,2.43347,1,1,4,1
2,18.91505,2,1,3,3,2,2,2.924594,1,2.453558,1.331187,2,4,1
2,19,2,1,3,1.989398,2,2,2.241607,2,1.316135,1.384453,1,4,1
2,19.052833,2,1,3,1.735493,2,2,2.318736,2,2.294486,1.74568,1,4,1
2,19.59904,2,1,2.967853,1,3,2,1.131185,2,1,1.514276,2,4,1
2,21,2,1,3,1,3,2,1,2,1,1,2,4,1
2,19.673262,2,2,3,2.974568,3,2,1.145761,1,1.87967,1,2,4,1
2,20.244359,2,1,2.619835,1,3,2,1.198883,2,1,1.752323,2,4,1
2,20.552695,2,1,3,1,3,2,1.185062,2,1,1.176654,2,4,1
2,21,2,1,3,1,3,2,1,2,1,1,2,4,1
2,21.997683,1,1,3,3.715118,3,2,1.774576,2,1.21397,1.646433,1,4,1
2,21.274628,1,1,3,3.489918,3,2,1.326694,2,1.792939,1.238394,1,4,1
2,18.909439,2,1,1.053534,3.378859,2,2,1,2,2.854435,1.862819,2,4,1
1,22.396504,1,1,3,3.263201,2,2,2.233274,2,2.557747,1.111355,2,1,1
1,19.084317,1,1,3,3.994588,2,2,2.548527,2,2.385976,1.367176,2,1,1
1,21.084625,1,1,2.530233,3.24934,2,2,2.387945,2,2.976442,2.673518,1,1,1
1,18.068767,1,1,3,3,2,2,2,2,1.854447,2,2,4,1
2,21.813083,1,1,2.8813,3.087544,3,2,1.24818,2,2.953437,1.437462,1,4,1
1,18.038422,1,1,2.824559,3,2,2,2,2,1.544419,2.199764,2,4,1
2,18.874591,2,1,2.762325,1.163666,2,2,1.30491,2,1.35389,2.112415,2,4,1
2,19.21164,2,1,2.070964,1,2,2,1.676975,2,1,2.728523,2,4,1
2,18.988581,2,1,2.68601,1,2,2,1.310074,2,1,2.1647,2,4,1
2,19.408999,2,1,2.794197,3.409363,2,2,1.543021,2,3,2,2,4,1
2,19.665881,2,2,2.720701,3,2,2,2,2,2.863345,2,2,4,1
2,19.758286,2,2,2.880792,3.281391,2,2,1.960131,2,2.524139,2,2,4,1
2,22.422674,1,1,2.674431,3,3,2,2.453384,2,2.432634,2.991627,1,4,1
1,20.242237,1,1,2,3.98525,2,2,2.654078,2,3.224252,3,1,4,1
2,22.637018,1,1,2.55996,3,3,2,1.990788,2,1.486116,2.562373,1,4,1
2,19.007177,2,1,1.212908,3.207071,2,2,1.029703,2,3,2,2,4,1
2,18.288205,2,1,1.140615,3.471536,2,2,1,2,3,2,2,4,1
2,19.314429,2,1,2.562409,3.488342,2,2,1.67062,2,3,2,2,4,1
2,27.14823,1,1,2.004146,3.443456,3,2,2.020764,2,2.178729,2.36739,1,4,1
2,25.380557,1,1,2.690754,3.03779,3,2,2.212296,2,2.626883,1,1,4,1
2,22.867719,1,1,3,3.642802,3,2,1.995177,2,1.228372,1.165525,1,4,1
1,17.729923,2,1,2.051283,2.645858,2,2,2.35752,2,1.392419,1.897943,2,4,1
2,16.834813,2,1,2.19005,3.420618,2,2,1.356405,2,2.452996,1.98468,2,4,1
1,17.521754,2,1,2.21498,2.64155,2,2,2.121251,2,1.998492,1.85883,2,4,1
1,18,2,1,2.91548,3,2,2,1.777486,2,2.177469,2,2,4,1
1,18,1,1,2.708965,3,2,2,1.873004,2,2.32728,2,2,4,1
1,18.128249,1,1,2.853513,3,2,2,2,2,1.681464,2.358882,2,4,1
1,17.405104,1,1,2.580872,3.887906,2,2,2,2,3,1.453649,1,1,1
1,19.72925,1,1,2.508835,3.435905,2,2,2.076933,2,3.136668,2.443338,1,1,1
1,18.525834,1,1,2,3.747163,2,2,2.575535,2,3,2.84383,1,1,1
2,18.595614,2,1,2.896562,2.625475,2,2,2.839558,1,2.949667,2.353322,1,4,1
2,16.613108,2,1,2.911877,3.098399,2,2,2.196405,2,3.438247,2.55122,2,4,1
2,16.928791,2,1,2.910733,3.12544,2,2,2.204263,2,3.417916,2.413137,2,4,1
1,17.758315,1,1,2.966126,3.96981,2,2,2,2,3.111188,1.378629,1,1,1
1,17.282945,1,1,2.613249,3.712183,2,2,2,2,3.113997,1.274848,1,1,1
1,19.993154,1,1,2,4,2,2,2.542415,2,3,2.817465,1,1,1
2,22.935612,1,1,3,3,3,2,2.00357,2,2.35955,1.427226,1,4,1
1,20.738469,1,1,2.627031,3.832911,2,2,2.993448,2,3,2.435913,1,4,1
2,22.99368,1,1,3,3,3,2,2.009796,2,3,1.172327,1,4,1
2,19.317148,2,1,2.919751,3.576103,2,2,1.949308,2,2.941283,2,2,4,1
2,16.910997,2,1,2.494451,3.56544,2,2,1.491268,2,2.952137,1.956314,2,4,1
2,19.071027,2,1,1.69427,3.266644,2,2,1.095417,2,3,2,2,4,1
2,18.019572,2,1,1.601236,3.433908,2,2,1.055019,2,1.829369,2.131848,2,4,1
2,19.735968,2,1,1.204855,3.531038,2,2,1.134658,2,3,2,2,4,1
2,18.094079,2,1,1.052699,3.998618,3,2,1,2,3,2,2,4,1
2,19.054938,2,2,2.910345,3,3,2,1,1,2.462115,1,2,4,1
2,20.850119,2,1,2.866383,1.226342,3,2,1,2,1.24495,1,2,4,1
2,19.349258,2,1,2.913486,1.060796,3,2,1.596212,2,1.218948,1.773187,2,4,1
1,17,1,1,2.432886,3,2,2,2,2,3.697949,2,1,1,1
1,17.203917,1,1,2.883745,3.595761,2,2,2,2,3.177654,1.724712,1,1,1
1,17.671064,1,1,2.707666,3.737914,2,2,2.026547,2,3.119497,1.623972,1,1,1
2,21.310907,1,1,2.919584,3.697831,3,2,1.147121,2,1.994158,1.18933,1,4,1
2,21.708354,1,1,2.969205,3.21043,3,2,2.765876,2,1.622147,2.311693,1,4,1
2,22.176922,1,1,2.486189,3,3,2,1.064378,2,3.316155,2.958189,1,4,1
2,17.823438,2,1,1.642241,3.45259,2,2,1.099231,2,1.428875,2,2,4,1
2,18,2,1,1.567101,3,2,2,1.994139,2,1.217982,2,2,4,1
2,18.281092,2,1,1.036414,3.205587,2,2,1.745959,2,1.225974,2,2,4,1
2,18.656912,2,1,1.649974,1.513835,2,2,1.549974,2,1.337813,2.973936,2,4,1
2,19.994543,2,1,1.118436,3,2,2,1.997744,2,3.443444,2.636294,2,4,1
2,20.255616,2,1,2.673638,2.779379,3,2,1.249074,2,1.144423,1.413694,2,4,1
1,19.865895,1,1,2.120185,4,2,2,2.582165,2,3,2.521619,1,1,1
1,17.888073,1,1,3,3.732126,2,2,2,2,3.111944,1.384663,1,1,1
1,18.470562,1,1,2.34222,3.937099,2,2,2.311791,2,3.124477,2.238355,1,1,1
1,17.925497,1,1,2.86099,4,2,2,2,2,3,1.117873,1,1,1
1,17.000752,1,1,2.559571,3.047959,2,2,2,2,3.122646,1.588994,1,1,1
1,17.362129,1,1,2.424977,4,2,2,2,2,3,1.13932,1,1,1
1,18,1,1,1.786841,3,2,2,1.546856,2,1.523194,2.618365,2,4,1
1,18,1,1,1.303878,3,2,2,1.755497,2,1.163943,2.673533,2,4,1
1,18,1,1,1.889883,3,2,2,1.959531,2,1.531417,2.252266,2,4,1
2,19.029494,2,2,2.984004,3,3,2,1.015249,1,2.437844,1,2,4,1
2,19.269079,2,2,3,2.975362,3,2,1.246822,1,1.979712,1,2,4,1
2,19.946244,2,2,3,3,3,2,2.487919,1,2.341442,1,2,4,1
2,19.639431,2,1,3,1,3,2,1.49681,2,1,1.523437,2,4,1
2,19,2,1,2.749268,1.394539,3,2,1.322048,2,1.464949,1.811993,2,4,1
2,19.434709,2,1,3,1,3,2,1.764055,2,1,1.561887,2,4,1
1,18,1,1,1.202075,3,2,2,1.927976,2,1.134574,2.747356,2,4,1
1,18.381382,1,1,2,3.131032,2,2,2.072194,2,2.487987,3,2,4,1
1,18,1,1,1.871213,3,2,2,1.283738,2,1.684879,2.487333,2,4,1
1,26.69858,2,1,2.341133,1.578521,2,2,2,2,3,1.554173,1,1,3
1,21.125836,2,1,2,1,1,2,2.115967,2,1.771546,1,2,4,3
1,25.191627,2,1,1.450218,3.985442,2,2,2.147746,2,1.146846,2,1,1,3
1,21.963457,1,1,2.204914,3.623364,2,2,1.815293,2,1.989426,1,2,4,3
1,21,2,1,1.206276,3,1,2,2.406541,2,1.94984,1.479332,2,4,3
1,19.114981,1,1,2,3,2,2,1.015677,2,1,1.37465,2,4,3
2,41.823567,2,1,2.81646,3.36313,2,2,2.722063,2,4,1.36579,2,1,3
1,21.142432,1,1,2,3,2,2,1.345298,2,2.197915,2,2,4,3
1,21.962426,1,1,2,3,2,2,1.825629,2,1.699593,1.243156,2,4,3
2,18.836315,1,1,2,1.73762,2,2,2.207978,2,3.642173,1.717144,3,4,3
1,23.572648,1,1,2,3,2,2,2,2,1.445684,2.425536,2,4,3
2,33.700749,1,2,3,1.146052,2,2,1.074048,2,1.679945,1,2,1,3
2,21.845025,1,1,1.758394,3.981997,2,2,2.174248,2,1.931476,2.358263,2,4,3
1,21,2,1,2,1.9154,1,2,3,2,2,1,2,4,3
2,35.125401,2,1,2,2.105616,2,2,1.456581,2,1,1.9974,2,1,3
2,36.769646,1,1,2.392665,3,2,2,2.951056,2,1,1.369234,2,1,3
2,21.868932,1,1,2.577427,1,2,2,2,2,3.387434,1,2,4,3
1,22.549208,2,1,2,1,1,2,2.803311,2,1.345454,1,2,4,3
1,21,2,1,2,1,1,2,3,2,2,1,2,4,3
1,21,2,1,2,1,1,2,3,2,2,1,2,4,3
2,30.958957,1,1,2.052152,3,2,2,1.972074,2,1.338417,1,2,1,3
1,21.017383,1,1,3,1,2,2,2,2,3.57334,1,2,1,3
1,19.623574,1,1,2.954996,3.714833,2,2,2.430918,2,3.545942,1.469735,2,4,3
1,19.637947,1,1,3,3,2,2,2.229171,2,2.617954,1.638159,2,4,3
1,21.413642,1,1,2,3,2,2,2.843777,2,3.133425,1.119354,2,4,3
1,21.029633,1,1,2,3.691226,1,2,3,2,2.338246,1.3353,2,4,3
2,22.667596,1,1,2,3,3,2,2,2,1,3,2,4,3
1,20,1,1,2.555401,3.292386,2,2,3,2,3,1.325928,2,4,3
2,21.81119,1,1,2.108711,3,2,2,2.746197,2,2.921443,1,2,4,3
2,21,1,1,2.915279,1.104642,2,2,1.530046,2,2.461645,1,2,4,3
1,18.128206,1,1,1.570089,3,2,2,2,2,3.717883,1,1,4,3
1,21,1,1,2,3,2,2,1.636326,2,2,1,2,4,3
2,29.08107,1,1,2,3,2,2,1.701835,2,2.683372,1,2,1,3
1,26.358919,1,1,1.94313,3.559841,2,2,2.367996,2,1.34554,1.879977,2,4,3
1,22.717249,1,1,2.714447,3,2,2,3,2,2.196828,2.89388,2,4,3
1,19.816949,1,1,2,3,2,2,2.292073,2,2.167827,1.29668,2,4,3
2,24.023972,2,1,2.903545,3,2,2,1.549931,2,1,1.373883,2,4,3
2,32.593129,1,1,2,3,2,2,1,2,1,2.339333,2,1,3
1,23,1,1,3,3.654061,2,2,1.229915,2,1.794489,2.597618,2,4,3
2,16.941489,2,1,1.75375,1.296156,2,2,2,1,1.221274,2.944675,2,4,3
2,16.172992,1,1,2.543563,1,2,2,2,1,1.694382,2.156922,2,4,3
2,23.71259,2,1,2.39728,2.656588,2,2,2.061062,2,2.923982,2.887386,2,4,3
2,35.194089,1,2,3,2.809716,2,2,1.591425,2,1.278134,1,2,1,3
1,23.172982,1,1,2,2.77684,2,2,1.278231,2,1.55724,2,2,1,3
2,37.218161,1,1,2.37464,3,2,2,2,2,3.893933,1.481823,2,1,3
1,19.076443,2,1,2.278644,1,2,2,2.628985,2,2,2.385373,2,4,3
2,16.30687,1,1,1.620845,1,2,2,2,1,1.936593,2.657198,1,4,3
2,18.297229,1,1,2,1.999014,2,2,2.326165,2,1.11715,1,1,4,3
2,18.610761,2,1,2.823179,2.644692,2,2,1.226764,1,1.747538,1.118899,2,4,3
2,17.451085,1,1,3,2.449723,2,2,2,1,1.479593,2.731643,2,4,3
1,29.740496,2,1,3,3,2,2,1.174611,2,3,1,1,1,3
2,31.539393,1,1,2,3,2,2,1,2,1,2.223489,2,1,3
1,18.026457,1,1,2,2.794156,2,2,2.377362,2,1.212346,1.215895,1,4,3
1,19.47554,1,1,2.061952,4,2,2,2.426465,2,3,1.261238,2,4,3
2,19,1,1,2,1.146794,2,2,3,2,2.819745,2.691213,3,4,3
2,18,1,1,2,1.131695,2,2,1.344539,2,1,2.59357,1,4,3
2,18.270434,1,1,2.838969,3,2,2,2.425927,2,2,2.453335,3,4,3
2,19.816228,2,1,2.568063,3,2,2,1.817983,1,1,1,2,4,3
1,28.39124,2,1,3,3,2,2,1.205633,2,3,1,1,1,3
